athlete_id,timestamp,world_time,power,hr,speed,cadence,lat,lng,draft,altitude,distance
576041,1776362402963,362346328337,466,128,18.91317,65,40.777908055846865,-73.96852255033089,0,86.11875,0
8005377,1776362402963,362346328228,478,138,18.4954,98,40.77793381207714,-73.96849548390423,0,86.11875,0
5292618,1776362402963,362346328346,394,170,17.949888,87,40.77793178724064,-73.9684950825091,0,86.11875,0
7681059,1776362402963,362346328346,330,141,16.472145,95,40.77792543152346,-73.96851980623084,0,86.11875,0
5870214,1776362402963,362346328230,501,127,18.8661,81,40.77794435137574,-73.96849265934019,0,86.11875,0
1334196,1776362402963,362346328373,704,108,15.53036,81,40.777951085560446,-73.96850409910206,5,86.11875,0
6127271,1776362402963,362346328229,484,144,15.172845,59,40.7779352554691,-73.9685317759453,0,86.11875,0
6715306,1776362403964,362346329193,493,136,22.028016,99,40.777876357606004,-73.96846786440317,0,86.11875,0
576041,1776362403964,362346329336,463,131,22.150788,66,40.77786681204894,-73.96848207416154,0,86.11875,0
8005377,1776362403964,362346329224,510,139,21.916352,100,40.777891074142985,-73.96846033685674,0,86.11875,0
5292618,1776362403964,362346329344,368,171,20.970654,88,40.77788876527966,-73.9684651175285,0,86.11875,0
5870214,1776362403964,362346329229,522,130,22.572156,85,40.777900397693955,-73.96845939163589,0,86.11875,0
7681059,1776362403964,362346329364,337,141,19.388296,95,40.777885637460535,-73.9684903092363,0,86.11875,0
1334196,1776362403964,362346329368,655,110,21.111696,81,40.7779103456811,-73.96847657948734,13,86.11875,0
6127271,1776362403964,362346329161,529,145,18.775862,60,40.777905703287104,-73.96849695630306,4,86.11875,0
6715306,1776362404961,362346330169,448,137,24.051834,97,40.777828577666895,-73.96842878201839,0,86.11875,0
576041,1776362404961,362346330336,418,131,24.7093,67,40.77782182233875,-73.96843259157285,0,86.11875,0
8005377,1776362404961,362346330235,470,140,24.646312,100,40.777839692771764,-73.9684219435028,0,86.11875,0
5870214,1776362404961,362346330231,421,132,25.298148,87,40.77785142878891,-73.96841388692864,0,86.11875,0
5292618,1776362404961,362346330350,364,171,23.48099,89,40.777841181269736,-73.96842617017526,0,86.11875,0
7681059,1776362404961,362346330350,351,141,21.813632,96,40.77784387071493,-73.96845242641261,11,86.11875,0
1334196,1776362404961,362346330370,579,111,24.946222,81,40.77786361304691,-73.96843163895302,19,86.11875,0
6127271,1776362404961,362346330302,508,146,22.33916,62,40.77786175383401,-73.96844550650815,17,86.11875,0
6715306,1776362405958,362346331191,486,138,26.020414,95,40.77778320032702,-73.96836964374904,0,86.11873535156249,0
576041,1776362405958,362346331337,375,133,26.643754,66,40.77777858964818,-73.96836986664358,0,86.11875,0
8005377,1776362405958,362346331224,462,140,26.912934,99,40.77779139058976,-73.96836803631868,0,86.11875,0
5870214,1776362405958,362346331230,359,134,27.11831,89,40.7778010460927,-73.96835864700164,0,86.11875,0
5292618,1776362405958,362346331348,337,171,25.580376,90,40.7777927261502,-73.96837758933836,15,86.11875,0
1334196,1776362405958,362346331371,529,111,27.873562,81,40.77781550115584,-73.96837185327213,24,86.11875,0
7681059,1776362405958,362346331360,379,142,24.18101,100,40.77779975422869,-73.96840285873554,19,86.11875,0
6127271,1776362405958,362346331315,452,147,24.827172,62,40.777817607042174,-73.96839217459542,13,86.11875,0
6715306,1776362406961,362346332192,524,139,27.865934,95,40.777746715212004,-73.96829530148217,0,86.11873535156249,0
8005377,1776362406961,362346332227,493,142,29.023554,99,40.77775305119531,-73.96829090555782,0,86.11873535156249,0
5870214,1776362406961,362346332228,317,137,28.515392,90,40.77775655184371,-73.96828944888186,0,86.11873535156249,0
576041,1776362406961,362346332336,374,135,28.23313,66,40.77774166827357,-73.96829391139711,0,86.11873535156249,0
5292618,1776362406961,362346332148,375,171,27.243742,89,40.777762319773345,-73.96832069851192,20,86.11874267578125,0
1334196,1776362406961,362346332387,360,111,29.615154,82,40.77777253628214,-73.96829391694635,0,86.11875,0
7681059,1776362406961,362346332368,405,142,26.474036,108,40.77775990378327,-73.96833738878136,24,86.11874267578125,0
6127271,1776362406961,362346332111,350,147,26.317408,62,40.77778433713915,-73.96834144250246,25,86.11875,0
6715306,1776362407958,362346333186,507,139,29.523192,97,40.77771706717975,-73.96821007622735,0,86.11875,0
8005377,1776362407958,362346333223,451,143,30.810504,100,40.77772024785747,-73.96820292787909,0,86.11875,0
5870214,1776362407958,362346333228,317,139,29.747574,92,40.77772643301759,-73.96820234798334,0,86.11875,0
576041,1776362407958,362346333336,374,135,29.732928,66,40.77771187576116,-73.96820717027441,0,86.11875,0
5292618,1776362407958,362346333150,408,172,29.338188,91,40.77772865519283,-73.9682387482346,30,86.11875,0
1334196,1776362407958,362346333192,337,111,30.639858,84,40.77773710551985,-73.9682291785672,36,86.11875,0
7681059,1776362407958,362346333356,405,142,28.569396,111,40.777726380159,-73.96825976691261,32,86.11875,0
6127271,1776362407958,362346333101,303,147,27.674246,62,40.77774855469103,-73.96826721491992,30,86.11875,0
8005377,1776362408957,362346334034,471,144,32.093036,99,40.77770263889829,-73.96812244075186,0,86.11875,0
5870214,1776362408957,362346334228,309,142,30.819364,93,40.77770779578259,-73.96810591418505,0,86.11875,0
6715306,1776362408957,362346334186,566,140,31.212958,99,40.77769759336942,-73.96811372011844,0,86.11874267578125,0
576041,1776362408957,362346334336,371,137,31.00742,67,40.7776939433074,-73.96811020929816,0,86.11875,0
1334196,1776362408957,362346334277,286,111,31.68915,87,40.77770741520072,-73.96812502114928,10,86.11875,0
5292618,1776362408957,362346334147,353,172,31.084716,93,40.777705947141406,-73.96814420672776,40,86.11875,0
7681059,1776362408957,362346334369,403,141,30.508798,108,40.77770086637348,-73.9681674441776,29,86.11875,0
6127271,1776362408957,362346334181,300,149,28.964372,62,40.77771670633176,-73.96817589289816,38,86.11875,0
8005377,1776362409962,362346335223,469,144,33.881876,99,40.77768902041047,-73.96799469905648,0,86.11873535156249,0
5870214,1776362409962,362346335228,378,144,31.970788,94,40.77769454660014,-73.9680042187807,0,86.11875,0
6715306,1776362409962,362346335169,532,142,32.648258,99,40.77768707591904,-73.96801142354624,0,86.11873535156249,0
576041,1776362409962,362346335336,402,137,32.303246,67,40.77768385506879,-73.96800709883718,0,86.11875,0
1334196,1776362409962,362346335289,242,112,32.460312,87,40.77769226310893,-73.96802032915438,43,86.11875,0
5292618,1776362409962,362346335349,368,173,32.90063,93,40.777690058553226,-73.96801964012353,48,86.11875,0
7681059,1776362409962,362346335364,402,141,32.108196,107,40.77768760098106,-73.96806671156669,46,86.11875,0
6127271,1776362409962,362346335180,293,149,29.894756,65,40.777700071380245,-73.96808175371133,42,86.11875,0
8005377,1776362410970,362346336227,474,144,35.229852,99,40.77767841133852,-73.9678814575298,0,86.11873535156249,0
6715306,1776362410970,362346336175,495,143,33.855808,97,40.7776774767986,-73.9679021293802,0,86.11873535156249,0
5870214,1776362410970,362346336228,370,146,33.17627,96,40.77768420041159,-73.96789794247731,0,86.11873535156249,0
576041,1776362410970,362346336336,278,139,33.355862,68,40.77767438280898,-73.96789969696256,10,86.11873535156249,0
1334196,1776362410970,362346336287,278,112,33.280346,86,40.77768189648174,-73.96791341006382,54,86.11873535156249,0
5292618,1776362410970,362346336344,364,173,34.155616,94,40.777677660746505,-73.96791107568278,54,86.11873535156249,0
7681059,1776362410970,362346336362,393,140,33.715996,106,40.77768104017253,-73.96795902113152,53,86.11873535156249,0
6127271,1776362410970,362346336176,309,150,30.895016,71,40.77768881813825,-73.96798333143475,46,86.11873535156249,0
8005377,1776362411957,362346337223,474,145,36.430696,99,40.77766624047136,-73.9677653100502,0,86.11874267578125,4
6715306,1776362411957,362346337176,496,144,35.024468,94,40.777666961462565,-73.9677895759595,44,86.11874267578125,2
5870214,1776362411957,362346337229,297,149,34.112856,96,40.77767257081642,-73.96778808136372,24,86.11874267578125,2
576041,1776362411957,362346337136,165,139,33.721524,71,40.777666233423545,-73.96781192090629,32,86.11874267578125,0
1334196,1776362411957,362346337274,282,113,34.107876,85,40.777671904798154,-73.96780497510537,58,86.11873535156249,1
5292618,1776362411957,362346337349,321,174,35.105856,93,40.777665330598786,-73.96779778328805,58,86.11873535156249,1
7681059,1776362411957,362346337346,358,140,35.063712,100,40.77767382532702,-73.96784817780214,60,86.11873535156249,0
6127271,1776362411957,362346337172,361,151,31.895854,72,40.77767805401444,-73.96788166007713,51,86.11873535156249,0
8005377,1776362412966,362346338230,431,145,37.461912,98,40.77765011789581,-73.96764461959134,0,86.11875,14
6715306,1776362412966,362346338169,459,145,36.08808,93,40.77765292715382,-73.9676749711691,62,86.11875,12
5870214,1776362412966,362346338228,282,150,34.860876,96,40.77765831027289,-73.96767635108056,35,86.11874267578125,12
576041,1776362412966,362346338336,217,140,34.086428,71,40.77765111093257,-73.96767995438819,52,86.11874267578125,11
5292618,1776362412966,362346338348,323,174,36.133452,94,40.777654481196436,-73.96768164043282,64,86.11874267578125,11
1334196,1776362412966,362346338276,310,114,34.940388,85,40.77765914825778,-73.96769233289679,62,86.11873535156249,10
7681059,1776362412966,362346338370,330,143,36.19418,95,40.77766154521877,-73.96772931581845,66,86.11875,7
6127271,1776362412966,362346338172,397,151,33.049012,73,40.7776660924673,-73.96777599604006,57,86.11874267578125,3
8005377,1776362413972,362346339223,442,146,38.401652,98,40.7776326865415,-73.96752289327402,0,86.11875,25
6715306,1776362413972,362346339169,530,146,37.255096,93,40.77763631334574,-73.96755648560897,71,86.11873535156249,22
5870214,1776362413972,362346339228,318,152,35.682424,96,40.7776407619249,-73.96756288665932,43,86.11873535156249,22
5292618,1776362413972,362346339345,319,176,37.120964,94,40.77763841570817,-73.96756342216116,69,86.11874267578125,22
576041,1776362413972,362346339337,291,141,34.85042,66,40.777633729617726,-73.96756888353991,48,86.11874267578125,21
1334196,1776362413972,362346339281,306,114,35.670032,85,40.777644103292744,-73.96757744971943,66,86.11874267578125,20
7681059,1776362413972,362346339360,309,145,37.116056,92,40.77764693157984,-73.96761168391667,71,86.11875,17
6127271,1776362413972,362346339189,350,151,34.127836,75,40.77765203208165,-73.96766515825993,63,86.11875,13
8005377,1776362414961,362346340230,449,146,39.329936,98,40.7776213585927,-73.96739497862728,0,86.118837890625,36
6715306,1776362414961,362346340169,469,147,38.263508,94,40.777622943645696,-73.9674337021611,77,86.11873535156249,33
5870214,1776362414961,362346340227,362,153,36.720624,97,40.77762569581642,-73.96744559788567,62,86.11873535156249,32
5292618,1776362414961,362346340346,336,177,38.140996,94,40.77762267935273,-73.96744116126689,75,86.11873535156249,32
576041,1776362414961,362346340349,317,141,35.660092,70,40.77761962764998,-73.96745314485445,55,86.11875,31
1334196,1776362414961,362346340273,308,115,36.469352,85,40.77762973350812,-73.96746135403275,65,86.11874267578125,30
7681059,1776362414961,362346340358,289,148,37.93454,88,40.777631580739744,-73.96749008430704,76,86.11874267578125,28
6127271,1776362414961,362346340194,372,151,35.055128,79,40.777636646002485,-73.96755255397119,68,86.11873535156249,22
8005377,1776362415970,362346341225,482,146,40.163296,97,40.77762176313713,-73.96726521145867,0,86.1219580078125,47
6715306,1776362415970,362346341178,445,147,39.112276,95,40.77761908496843,-73.96730536947148,81,86.120830078125,44
5870214,1776362415970,362346341229,247,154,37.453636,96,40.7776201040821,-73.96732384752164,69,86.1202734375,42
5292618,1776362415970,362346341344,364,179,39.174276,94,40.77761551525147,-73.96731465335293,75,86.12055175781249,43
1334196,1776362415970,362346341287,315,117,37.251932,85,40.77762195201849,-73.96733879255454,75,86.1198486328125,41
576041,1776362415970,362346341337,345,141,36.550644,75,40.77761554062359,-73.96733594209404,69,86.1199365234375,41
7681059,1776362415970,362346341379,294,151,38.448284,88,40.77762150377763,-73.96736251556304,79,86.11929931640626,38
6127271,1776362415970,362346341172,399,152,36.037556,79,40.77762518837393,-73.96743942990346,74,86.11874267578125,32
8005377,1776362416963,362346342227,436,147,40.90738,98,40.77764031932229,-73.96713405882936,0,86.1196875,58
6715306,1776362416963,362346342170,497,148,39.97816,95,40.77763071174448,-73.96717770084112,84,86.12200195312501,54
5870214,1776362416963,362346342229,237,155,37.935044,96,40.77762814140731,-73.96720030012816,72,86.1225,52
5292618,1776362416963,362346342348,389,179,40.2261,94,40.77762423903361,-73.96718436363072,68,86.122236328125,54
1334196,1776362416963,362346342272,285,120,37.967448,85,40.7776265042005,-73.9672171901703,80,86.1226171875,51
576041,1776362416963,362346342336,302,142,37.417376,77,40.77762141286085,-73.96721478642374,74,86.1226025390625,51
7681059,1776362416963,362346342365,299,151,38.444136,89,40.777623517337624,-73.96723798410402,79,86.122470703125,49
6127271,1776362416963,362346342186,508,151,37.22336,80,40.77762129516238,-73.9673174529454,81,86.12047119140624,42
8005377,1776362417960,362346343221,407,147,41.584288,97,40.777675030502934,-73.96700713842176,0,86.092880859375,70
6715306,1776362417960,362346343193,440,149,40.7625,95,40.77766113644565,-73.96704801691114,87,86.1045849609375,66
5292618,1776362417960,362346343351,345,180,41.058348,96,40.77765387156067,-73.9670563740692,73,86.10725097656251,65
5870214,1776362417960,362346343229,227,155,38.387012,96,40.77765327954443,-73.9670793534793,74,86.1120703125,63
1334196,1776362417960,362346343289,332,120,38.548392,85,40.77764954772779,-73.96709305733181,83,86.1147509765625,62
576041,1776362417960,362346343338,358,143,38.179964,77,40.77764372623478,-73.96709407376792,79,86.1153369140625,62
7681059,1776362417960,362346343354,294,152,38.443996,88,40.77764266765336,-73.96711549384108,79,86.1181201171875,59
6127271,1776362417960,362346343176,519,151,38.571224,81,40.777629911817776,-73.96719490996466,90,86.12241943359375,53
8005377,1776362418963,362346344232,433,147,42.19288,97,40.777726138419034,-73.96688551938979,0,86.06386962890625,81
6715306,1776362418963,362346344170,456,150,41.537844,95,40.77770413867276,-73.96692863977282,91,86.0716552734375,77
5292618,1776362418963,362346344346,344,180,41.938528,96,40.77769848280334,-73.96693390137888,98,86.07332519531249,77
5870214,1776362418963,362346344228,233,155,38.895112,95,40.777690135374385,-73.96696225060523,72,86.08015869140625,74
1334196,1776362418963,362346344275,305,126,39.066404,86,40.777685151161485,-73.96697622082135,87,86.08400390625,72
576041,1776362418963,362346344336,366,144,39.25554,77,40.77767910977673,-73.96697584439778,86,86.08483154296876,72
7681059,1776362418963,362346344359,314,155,39.06486,91,40.77767622299279,-73.96699544062015,83,86.0898779296875,70
6127271,1776362418963,362346344171,438,151,39.685236,83,40.77765545731845,-73.96707142268797,99,86.11028320312501,64
8005377,1776362419963,362346345231,433,147,42.700416,97,40.77779683572959,-73.96678166625529,0,86.0766650390625,93
6715306,1776362419963,362346345191,419,150,42.153028,95,40.777767996081415,-73.96681624728014,93,86.06537841796874,89
5292618,1776362419963,362346345148,298,180,42.237856,96,40.77774717754849,-73.96684335902559,102,86.06205322265625,86
5870214,1776362419963,362346345230,281,156,39.545124,95,40.77774281918133,-73.96685335043536,81,86.061884765625,85
1334196,1776362419963,362346345284,298,131,39.640212,86,40.77773611530221,-73.9668644757402,91,86.06217041015626,83
576041,1776362419963,362346345337,314,145,40.087704,77,40.777730460137576,-73.96686431758681,91,86.062353515625,83
7681059,1776362419963,362346345366,309,155,39.909912,91,40.77772400927493,-73.9668810725974,89,86.06367919921875,81
6127271,1776362419963,362346345183,440,152,40.664484,84,40.77769517033153,-73.96694845611512,106,86.07659179687501,75
8005377,1776362420959,362346346233,424,148,43.026808,97,40.777883459686514,-73.96669826115176,0,86.1328271484375,105
6715306,1776362420959,362346346173,461,150,42.656828,95,40.77784796267479,-73.96672861272951,95,86.10791748046874,100
5292618,1776362420959,362346346151,396,181,42.923136,95,40.777825618290485,-73.96674856780285,107,86.093642578125,98
5870214,1776362420959,362346346229,367,156,40.398584,96,40.777813135910016,-73.96676073544027,87,86.0861865234375,96
1334196,1776362420959,362346346285,330,134,40.116984,86,40.77780513029996,-73.96676980567591,94,86.0815283203125,94
576041,1776362420959,362346346338,298,145,40.574508,78,40.777800941080294,-73.96676943665133,95,86.08024658203125,95
7681059,1776362420959,362346346347,314,156,40.587372,92,40.777788835053,-73.96678339299434,93,86.07412353515625,92
6127271,1776362420959,362346346185,465,152,41.626656,82,40.77775231681326,-73.96683604142547,114,86.06249267578126,86
8005377,1776362421981,362346347233,479,148,43.388468,96,40.77797643795106,-73.96662562805135,0,86.2141259765625,117
6715306,1776362421981,362346347193,412,150,42.870052,95,40.77794064493121,-73.96665211735684,0,86.175263671875,113
5292618,1776362421981,362346347150,370,181,43.582008,95,40.77791622073749,-73.96667072858881,92,86.15718749999999,110
5870214,1776362421981,362346347230,314,157,41.084852,96,40.77789732555255,-73.96668426966356,70,86.14361572265625,107
1334196,1776362421981,362346347270,336,134,40.660612,86,40.77788606103406,-73.9666939956346,98,86.13520751953125,106
576041,1776362421981,362346347338,195,148,40.57206,75,40.77788440338859,-73.9666929366543,95,86.1345556640625,106
7681059,1776362421981,362346347362,304,157,41.124868,90,40.777871581303565,-73.96670085727202,97,86.12604492187499,104
6127271,1776362421981,362346347175,462,152,42.434504,81,40.77782888001804,-73.96674310457435,121,86.09622802734376,98
8005377,1776362422962,362346348233,472,148,43.737064,97,40.77807039092806,-73.96655271841372,0,86.255712890625,129
6715306,1776362422962,362346348182,432,150,43.187828,95,40.77803248497407,-73.96658140429408,98,86.24114501953125,124
5292618,1776362422962,362346348351,374,181,44.1548,97,40.77802983640618,-73.96658327068906,117,86.24001708984375,124
5870214,1776362422962,362346348229,346,157,41.482908,97,40.777986302774025,-73.96661555987706,94,86.21980957031249,118
1334196,1776362422962,362346348271,289,134,40.905448,86,40.77797376542062,-73.9666248511575,100,86.21321044921875,117
576041,1776362422962,362346348338,197,148,40.469576,73,40.777971879426026,-73.96662528399835,94,86.21237548828125,117
7681059,1776362422962,362346348349,299,157,41.367356,89,40.77795853016464,-73.96663091370411,99,86.2056298828125,115
6127271,1776362422962,362346348194,402,153,43.013124,81,40.777919435244705,-73.96666368937565,0,86.1606591796875,110
8005377,1776362423967,362346349231,429,148,44.132972,97,40.77816225281913,-73.96647353720803,0,86.2833837890625,141
6715306,1776362423967,362346349169,438,150,43.576248,95,40.77812331436063,-73.96650651357714,99,86.27302734375,136
5292618,1776362423967,362346349347,322,182,44.686544,97,40.77812352015675,-73.96650517436014,121,86.27323242187501,137
5870214,1776362423967,362346349228,386,158,42.192572,98,40.77807597631935,-73.96654496889761,97,86.25806396484374,130
1334196,1776362423967,362346349267,247,134,41.22434,87,40.77806170097542,-73.96655577882055,102,86.2530322265625,128
576041,1776362423967,362346349338,338,149,40.802748,72,40.77805931176703,-73.96655736682855,96,86.25216796875,128
7681059,1776362423967,362346349378,299,157,41.81736,88,40.77805129065178,-73.96656034492163,102,86.2495751953125,127
6127271,1776362423967,362346349179,326,153,42.68288,79,40.77801041052098,-73.96659200981993,123,86.2324365234375,122
8005377,1776362424962,362346350228,417,148,44.4793,97,40.77825324994362,-73.96639079893839,0,86.302412109375,154
6715306,1776362424962,362346350194,404,150,43.915852,95,40.77821671126522,-73.96642452445514,101,86.29552734375,149
5292618,1776362424962,362346350346,337,182,45.251252,97,40.77821648925914,-73.96642190058867,119,86.2956884765625,149
5870214,1776362424962,362346350227,472,158,43.20122,99,40.77816549692716,-73.96646828022635,99,86.28437255859374,142
1334196,1776362424962,362346350269,225,135,41.44132,87,40.77814895148286,-73.96648178708078,104,86.28028564453126,140
576041,1776362424962,362346350339,360,151,41.482632,73,40.77814609007105,-73.96648412701104,101,86.27958984374999,140
7681059,1776362424962,362346350343,319,158,42.302896,91,40.77813788218877,-73.96649049754058,106,86.2774658203125,138
6127271,1776362424962,362346350173,212,154,42.083208,78,40.77809977184822,-73.96651842040019,118,86.266787109375,134
8005377,1776362425960,362346351223,435,148,44.781788,97,40.77834397854646,-73.96630603057115,0,86.3162255859375,166
6715306,1776362425960,362346351192,454,152,44.34232,94,40.778307284816194,-73.96634160860977,102,86.3110107421875,161
5292618,1776362425960,362346351147,273,182,45.239264,96,40.77829036513307,-73.9663527653603,84,86.30871826171875,159
5870214,1776362425960,362346351228,420,158,44.154324,100,40.778255805480384,-73.96638703470273,102,86.30292480468749,154
1334196,1776362425960,362346351267,247,134,41.645104,86,40.778235022186514,-73.96640551367777,105,86.29922607421875,151
576041,1776362425960,362346351340,283,151,42.030472,76,40.77823318834574,-73.96640742076718,105,86.29886718750001,152
7681059,1776362425960,362346351368,330,158,42.9,94,40.778227483141634,-73.96640790262634,102,86.2981201171875,150
6127271,1776362425960,362346351185,240,155,41.931412,73,40.778188779375284,-73.96644179369547,117,86.2902685546875,145
8005377,1776362426968,362346352227,446,148,45.065836,96,40.77843543377876,-73.96621893799647,0,86.32767333984376,178
6715306,1776362426968,362346352193,381,153,44.64642,94,40.77839788444407,-73.96625621595281,103,86.32306640624999,173
5292618,1776362426968,362346352149,300,183,45.416356,94,40.77838280494475,-73.96626567556025,77,86.3214111328125,172
5870214,1776362426968,362346352213,335,158,44.71602,101,40.77834526195309,-73.96630339653106,104,86.31647460937499,166
1334196,1776362426968,362346352266,276,135,41.955712,85,40.7783207912438,-73.96632687999728,100,86.313076171875,163
576041,1776362426968,362346352340,302,152,42.428704,75,40.77832001316531,-73.96632809528123,108,86.3129443359375,163
7681059,1776362426968,362346352365,324,157,43.360888,94,40.77831507546798,-73.96632577754792,84,86.31260009765626,162
6127271,1776362426968,362346352174,320,155,42.18762,72,40.778275106619304,-73.9663652983228,119,86.30638916015626,157
8005377,1776362427967,362346353234,428,148,45.32394,96,40.77852728086942,-73.96613043776415,0,86.3391064453125,191
6715306,1776362427967,362346353175,395,153,44.896184,94,40.778486839817326,-73.96617094722893,104,86.33386962890624,186
5292618,1776362427967,362346353145,258,184,45.507848,95,40.77847453715607,-73.96617819731328,78,86.33255859375001,184
5870214,1776362427967,362346353212,326,159,45.140492,101,40.778436027909336,-73.96621623366599,106,86.32784912109375,179
1334196,1776362427967,362346353267,266,135,42.255844,85,40.778406570872804,-73.96624600072363,94,86.324208984375,175
576041,1776362427967,362346353338,371,153,42.98484,74,40.77840674988724,-73.96624642709037,113,86.324208984375,175
7681059,1776362427967,362346353357,314,157,43.754368,92,40.77840377923433,-73.96624409455909,92,86.3240771484375,174
6127271,1776362427967,362346353190,325,155,42.629172,74,40.778362799729365,-73.96628238987641,123,86.31898681640625,169
8005377,1776362428965,362346354230,456,149,45.601424,96,40.778618565544654,-73.96604205129127,0,86.3528173828125,204
6715306,1776362428965,362346354175,373,153,45.087944,93,40.778577709376414,-73.966083102732,104,86.34615234374999,198
5292618,1776362428965,362346354148,273,184,45.581472,94,40.77856651040258,-73.96608856411076,78,86.3447900390625,197
5870214,1776362428965,362346354212,291,159,45.472888,101,40.77852738799617,-73.96612774545702,108,86.339267578125,191
7681059,1776362428965,362346354372,324,156,44.126336,91,40.77849465090776,-73.96615879808898,101,86.3350634765625,187
576041,1776362428965,362346354338,380,153,43.650688,75,40.77849441551083,-73.9661626899572,118,86.3348583984375,187
1334196,1776362428965,362346354267,398,135,42.778152,85,40.77849235050181,-73.96616361020646,88,86.3346533203125,186
6127271,1776362428965,362346354177,295,155,42.935544,77,40.778447861186294,-73.96620002155622,125,86.329482421875,181
8005377,1776362429969,362346355229,437,149,45.859744,96,40.77871070864344,-73.96595287867582,0,86.37170654296875,216
6715306,1776362429969,362346355193,318,153,45.121016,92,40.77867017596978,-73.9659934482574,103,86.36250000000001,211
5292618,1776362429969,362346355351,384,185,46.012092,94,40.7786767445309,-73.96597981099579,78,86.36441894531251,212
